0, 0, 0, 0.0316228, 0.0316228, 0.0316228
0.00795333, 0.000658272, 0.00300462, 0.141173, 0.141173, 0.076571
0.00259736, 0.0180933, 0.010181, 0.164668, 0.164431, 0.0889035
-0.00897475, 0.0265875, 0.139709, 0.184397, 0.182727, 0.101781
-0.00394533, -0.0111256, 0.264642, 0.195, 0.192438, 0.114259
0.0103189, -0.0531128, 0.302815, 0.19697, 0.193933, 0.125626
-0.027429, -0.0457065, 0.319538, 0.196928, 0.19298, 0.135485
-0.0630764, -0.0272071, 0.295807, 0.192738, 0.191956, 0.141758
-0.0602247, -0.0374565, 0.149903, 0.191585, 0.190777, 0.146851
-0.0438098, -0.0349822, -0.0608304, 0.194255, 0.192812, 0.151007
-0.0438919, -0.0238602, -0.240152, 0.200731, 0.199128, 0.154122
-0.0419039, -0.00413301, -0.381332, 0.207584, 0.205672, 0.156875
-0.0576506, 0.00346195, -0.487233, 0.213325, 0.209481, 0.160663
-0.0552414, -0.0094881, -0.596607, 0.222365, 0.210686, 0.168555
-0.0249087, -0.0185225, -0.713526, 0.233445, 0.211795, 0.179039
-0.00319775, 0.00844865, -0.842411, 0.242459, 0.212558, 0.188768
0.00610822, 0.0200557, -0.997072, 0.247502, 0.211835, 0.196293
0.0100196, 0.0104164, -1.0621, 0.250345, 0.212656, 0.200354
0.0307264, -0.016095, -1.00759, 0.246316, 0.215012, 0.197571
0.039844, -0.0316684, -0.858438, 0.233293, 0.216509, 0.187315
0.0315737, -0.0137051, -0.663435, 0.21785, 0.21583, 0.176073
0.00450251, 0.0204659, -0.462882, 0.20884, 0.216793, 0.17148
-0.0126789, 0.0401906, -0.278775, 0.206304, 0.22361, 0.174495
-0.0410858, 0.0536133, -0.176393, 0.20584, 0.235591, 0.184838
-0.051282, 0.0589467, -0.131182, 0.205265, 0.253732, 0.202258
-0.0533603, 0.0577021, -0.109532, 0.20511, 0.27743, 0.223643
-0.0467858, 0.0410129, -0.109533, 0.204491, 0.304557, 0.24693
-0.0229396, 0.0231502, -0.108321, 0.203791, 0.334223, 0.27118
0.0214429, 0.030589, -0.0817759, 0.203307, 0.36151, 0.294685
0.0481859, 0.0286983, -0.044099, 0.201729, 0.381692, 0.315088
0.0542195, 0.00448132, -0.0257735, 0.198414, 0.389572, 0.329604
0.0464635, -0.0524359, -0.0319106, 0.194734, 0.383847, 0.336525
0.0185398, -0.0673833, -0.0252026, 0.191988, 0.364094, 0.334761
-0.0229067, -0.0858149, -0.0215979, 0.189232, 0.338002, 0.323662
-0.0347572, -0.121511, -0.0228616, 0.18696, 0.308807, 0.305503
-0.0440057, -0.144359, -0.0345856, 0.1855, 0.278194, 0.282733
-0.0403436, -0.12343, -0.0312297, 0.184756, 0.247528, 0.257341
-0.0310331, -0.101065, -0.013435, 0.184657, 0.221032, 0.232708
-0.0268424, -0.0744584, 0.0051135, 0.184786, 0.200225, 0.212234
-0.0252374, -0.0366045, 0.023466, 0.184901, 0.185823, 0.197413
-0.0200265, -0.0108757, 0.028807, 0.184755, 0.177487, 0.188012
-0.0173501, 0.00547298, 0.0438039, 0.184915, 0.174362, 0.183369
-0.0183219, 0.0123041, 0.0584306, 0.185045, 0.175219, 0.182297
-0.00868521, 0.0312604, 0.0839436, 0.18489, 0.178867, 0.183619
-0.00618134, 0.05554, 0.115433, 0.184727, 0.184893, 0.186918
-0.00432608, 0.0592628, 0.147468, 0.184899, 0.193135, 0.192169
0.0262751, 0.0654378, 0.189516, 0.185229, 0.204344, 0.200169
0.0440759, 0.0650231, 0.234937, 0.186518, 0.219387, 0.211414
0.0302464, 0.0553814, 0.292336, 0.188672, 0.23674, 0.224612
0.00643804, 0.038897, 0.355978, 0.191864, 0.254511, 0.238175
-0.0140334, 0.00244835, 0.387504, 0.196216, 0.271076, 0.251896
-0.0338396, -0.0351382, 0.38743, 0.20016, 0.285317, 0.264871
-0.0482958, -0.0429858, 0.366599, 0.202176, 0.296337, 0.276026
-0.041101, -0.0372689, 0.318365, 0.202497, 0.302811, 0.284901
-0.0281199, -0.0204397, 0.230903, 0.199084, 0.303194, 0.291009
-0.0384702, 0.00232804, 0.131091, 0.192486, 0.298097, 0.294676
-0.0521384, 0.0138888, 0.104543, 0.186195, 0.290682, 0.296816
-0.0553356, -0.0369008, 0.175997, 0.183288, 0.283341, 0.296684
-0.0601731, -0.0936555, 0.25249, 0.181858, 0.276102, 0.294325
-0.0768458, -0.126905, 0.262271, 0.181402, 0.268524, 0.290549
-0.0874884, -0.16959, 0.254188, 0.18066, 0.260782, 0.286675
-0.109408, -0.216673, 0.280967, 0.180059, 0.252341, 0.281807
-0.128678, -0.242284, 0.320324, 0.179618, 0.241877, 0.273889
-0.135455, -0.259235, 0.33893, 0.178766, 0.229344, 0.262502
-0.132482, -0.245344, 0.339441, 0.177548, 0.216132, 0.24964
-0.130746, -0.208747, 0.29072, 0.175579, 0.203307, 0.236546
-0.124778, -0.175376, 0.215851, 0.173476, 0.191959, 0.22404
-0.094927, -0.131208, 0.148974, 0.17218, 0.183832, 0.213471
-0.0558405, -0.0772318, 0.0899048, 0.171882, 0.179476, 0.205326
