1.61859e+09,-0.000919589,0.00456497,-0.00336394,0.999984,0.00633048,0.00477445,-0.0295334
1.61859e+09,-0.00306471,-0.00722662,-0.00733313,0.999942,0.000548672,0.00772023,-0.0139876
1.61859e+09,-0.00380265,-0.00796398,-0.0108579,0.999902,0.00232466,0.00645234,0.0410828
1.61859e+09,-0.00385655,0.00551942,-0.0155089,0.999857,0.00892351,0.00589804,0.0707504
1.61859e+09,-0.00844268,-0.0182181,-0.0217986,0.999561,-0.0126399,-0.00450095,0.13555
1.61859e+09,-0.00382177,-0.0406577,-0.0317841,0.99866,-0.0108329,-0.00445649,0.164807
1.61859e+09,-0.00224546,-0.0235862,-0.0448604,0.998712,-0.0155492,0.00253386,0.208611
1.61859e+09,-0.00217603,-0.0191661,-0.0582175,0.998118,-0.0135159,0.00316081,0.263902
1.61859e+09,-0.000304739,-0.0290795,-0.0598546,0.997783,-0.00819248,-0.00616474,0.287023
1.61859e+09,0.0023277,-0.0461524,-0.0536719,0.997489,-0.000863409,-0.010634,0.262944
1.61859e+09,0.00189539,-0.0862446,-0.0491787,0.995058,-0.00226056,-0.00635791,0.270343
1.61859e+09,-0.00224973,-0.0944911,-0.0461636,0.994452,-0.0191301,-0.00322277,0.352403
1.61859e+09,-0.00422721,-0.0972627,-0.0440686,0.994274,-0.0233392,-0.0010376,0.402815
1.61859e+09,-0.00616259,-0.105826,-0.037396,0.993662,-0.0228329,-0.00171083,0.425271
1.61859e+09,-0.00543265,-0.107331,-0.029558,0.993769,-0.0171762,0.00521554,0.437912
1.61859e+09,-0.00544922,-0.098695,-0.0254385,0.994778,-0.0271099,0.0175457,0.49115
1.61859e+09,-0.00686743,-0.0756107,-0.0259612,0.996776,-0.0254685,0.0260055,0.501432
1.61859e+09,-0.00875726,-0.0552913,-0.0270865,0.998064,-0.0204241,0.0276744,0.502873
1.61859e+09,-0.0120039,-0.0516369,-0.0253002,0.998273,-0.0113341,0.0298249,0.476512
1.61859e+09,-0.0200679,-0.0546622,-0.0253982,0.99798,-0.0089923,0.0410628,0.468471
1.61859e+09,-0.0399321,-0.0553308,-0.0292582,0.99724,-0.00641913,0.0561828,0.468572
1.61859e+09,-0.0749231,-0.0547331,-0.0347731,0.995079,-0.00535221,0.0695135,0.479417
1.61859e+09,-0.120485,-0.0576221,-0.0385308,0.990292,0.00115956,0.0705668,0.447418
1.61859e+09,-0.169242,-0.0624657,-0.0399946,0.98278,-0.00141923,0.072128,0.450596
1.61859e+09,-0.218524,-0.0564895,-0.0413303,0.973318,-0.0079994,0.0723357,0.456896
1.61859e+09,-0.266222,-0.0403695,-0.0453216,0.961999,-0.0204438,0.0731398,0.456839
1.61859e+09,-0.306396,-0.0460015,-0.0476459,0.949597,-0.00733456,0.0673858,0.393174
1.61859e+09,-0.34361,-0.0504115,-0.0446143,0.936697,-0.00772518,0.0643982,0.383928
1.61859e+09,-0.377152,-0.043732,-0.042482,0.924143,-0.010939,0.0702605,0.384546
1.61859e+09,-0.408286,-0.0272332,-0.0456911,0.911303,-0.0135402,0.0737961,0.387037
1.61859e+09,-0.438806,-0.0270415,-0.042419,0.897173,-0.00846963,0.0406948,0.348742
1.61859e+09,-0.463003,-0.0319069,-0.037131,0.885004,-0.00744494,0.0490513,0.339719
1.61859e+09,-0.481685,-0.0245637,-0.0385065,0.875153,-0.0136382,0.0539841,0.33823
1.61859e+09,-0.494735,-0.0177476,-0.0402166,0.867931,-0.0186595,0.0547916,0.332543
1.61859e+09,-0.501591,-0.0189107,-0.0400686,0.86397,-0.0192178,0.0324831,0.312197
1.61859e+09,-0.502143,-0.0193632,-0.0397412,0.863654,-0.0213946,0.0348112,0.311234
1.61859e+09,-0.500528,-0.0170055,-0.0400145,0.864628,-0.0232405,0.0342632,0.310575
1.61859e+09,-0.498065,-0.0191718,-0.0381644,0.866087,-0.0228538,0.0251199,0.30488
1.61859e+09,-0.493531,-0.0212062,-0.0359207,0.868727,-0.024659,0.0366541,0.307591
1.61859e+09,-0.486917,-0.0205234,-0.0350698,0.872503,-0.0257179,0.0396428,0.308354
1.61859e+09,-0.479107,-0.0193404,-0.0364279,0.876787,-0.0259848,0.0468492,0.307783
1.61859e+09,-0.468985,-0.0250521,-0.0372056,0.882067,-0.0230525,0.0380782,0.295889
1.61859e+09,-0.452361,-0.0358952,-0.0353696,0.89041,-0.0218531,0.0321955,0.291316
1.61859e+09,-0.428219,-0.0420904,-0.0394109,0.901833,-0.0197808,0.0554921,0.299152
