1618587128381984234, -0.999994, -1.83135e-06, -0.00331858, 0.000551844, 0, 0, 0, 0, 0, 0
1618587128757513523, -0.999994, -0.000845577, 0.00328406, 0.000605589, -0.000332162, 0.000517756, 7.24815e-05, 0.00795333, 0.000658272, 0.00300462
1618587128857649565, -0.999818, -0.000878001, 0.0190474, 0.000730524, 0.00207033, 0.00133658, -0.000179393, 0.00328917, 0.021552, 0.00444506
1618587128957813025, -0.999627, 0.00131135, 0.0272297, 0.00145167, 0.00312875, 0.00432006, 0.00577356, -0.00301629, 0.0372974, 0.133377
1618587129057950735, -0.999814, 0.00435606, 0.0188042, 0.000491937, 0.00179404, 0.00680647, 0.0295171, -0.000834862, 0.00771578, 0.285311
1618587129158059359, 0.999803, -0.00751622, -0.0183432, 0.000784812, 0.00190588, 0.00610599, 0.0641392, 0.0052124, -0.0297173, 0.376771
1618587129258115292, 0.999659, -0.0119832, -0.0231885, 0.000786224, 0.00291114, 0.00157392, 0.10542, -0.0135174, -0.0393593, 0.489435
1618587129358150959, -0.999807, 0.0195626, -0.00110923, 0.00151596, -0.00050933, -0.00196479, 0.156762, -0.0459646, -0.0253465, 0.598078
1618587129458111525, -0.999542, 0.0288236, -0.00830345, 0.00400506, -0.00256088, -0.00589557, 0.212011, -0.03077, -0.0246112, 0.603466
1618587129557996750, -0.999165, 0.0407447, 0.00105019, 0.00289218, -0.00158428, -0.0076358, 0.267208, 0.00117459, -0.00956579, 0.569963
1618587129657832861, -0.998612, 0.0520916, 0.00664628, 0.00403094, -0.000147807, -0.00934608, 0.323659, 0.00393447, -0.000660794, 0.559201
1618587129757462025, -0.998381, 0.0564042, 0.00190477, 0.00704048, -0.00068969, -0.00824663, 0.378042, -0.00648321, 0.0182921, 0.524868
1618587129856979132, -0.998396, 0.054129, -0.0151607, 0.00675777, -0.00376563, -0.00541844, 0.428503, -0.0335135, 0.0272445, 0.484532
1618587129956735373, -0.997694, 0.0507986, -0.0450136, 0.000761873, -0.0118494, -0.00273928, 0.47194, -0.036484, 0.0190675, 0.438975
1618587130056664467, 0.99696, -0.0478058, 0.0614929, 0.00187588, -0.0165755, -0.00160906, 0.511198, -0.0102238, 0.00951253, 0.371453
1618587130156756878, 0.996528, -0.0452691, 0.0697521, 0.0042286, -0.0183403, 0.0021472, 0.543541, 0.00727458, 0.0350584, 0.261082
1618587130256847620, 0.99617, -0.0399102, 0.0776796, 0.00438226, -0.0191995, 0.00886687, 0.560965, 0.0132352, 0.0542735, 0.0753813
1618587130356945038, 0.996037, -0.0329576, 0.0825019, 0.00416211, -0.0199746, 0.0161237, 0.564812, 0.0298034, 0.0624559, -0.0451341
1618587130457131147, 0.996732, -0.0284296, 0.0754141, 0.00550298, -0.0166689, 0.0228795, 0.55866, 0.0646813, 0.0514169, -0.114968
1618587130557338476, 0.997902, -0.026973, 0.058428, 0.00713697, -0.00872799, 0.02697, 0.552185, 0.0807466, 0.0315679, -0.129012
1618587130657477140, 0.998807, -0.0266887, 0.0396487, 0.00998038, -7.56362e-05, 0.0294362, 0.545747, 0.0670293, 0.0277832, -0.111365
1618587130757508039, 0.999032, -0.025434, 0.0310319, 0.0180506, 0.00649512, 0.0330287, 0.5408, 0.0397767, 0.0465389, -0.0541025
1618587130857521057, 0.998539, -0.0252873, 0.0292093, 0.0377799, 0.0109938, 0.0374625, 0.539245, 0.0283861, 0.0635119, 0.0180815
1618587130957625866, 0.996584, -0.0275802, 0.0286222, 0.0723917, 0.0138962, 0.043316, 0.542442, 0.00655883, 0.0870317, 0.047853
1618587131057715893, 0.992056, -0.0315023, 0.0265347, 0.118863, 0.0138203, 0.0511894, 0.545107, -0.0109451, 0.0990626, 0.0306372
1618587131157704115, 0.984876, -0.0344617, 0.0289048, 0.167322, 0.0113872, 0.0593849, 0.546549, -0.0288872, 0.0990957, 0.00641563
1618587131257694721, 0.975272, -0.035793, 0.0314156, 0.215815, 0.00693384, 0.0669032, 0.545799, -0.0389998, 0.0804697, -0.0321138
1618587131357610941, 0.963632, -0.0364176, 0.0269276, 0.263367, 0.00258511, 0.0715861, 0.541956, -0.0234021, 0.0631002, -0.0622957
1618587131457544804, 0.951224, -0.0393224, 0.0151558, 0.30561, 0.000131489, 0.0751062, 0.534466, -0.00315414, 0.0690643, -0.0796873
1618587131557484388, 0.938567, -0.0385493, 0.0165538, 0.342537, -0.00083553, 0.0775917, 0.525969, 0.0083871, 0.0626082, -0.0815967
1618587131657377720, 0.925629, -0.0357439, 0.0186423, 0.376279, 8.6492e-05, 0.0804577, 0.515732, 0.0137574, 0.0513283, -0.0905289
1618587131757389545, 0.912054, -0.0337697, 0.0137844, 0.408444, 0.00217265, 0.080476, 0.504063, 0.0155039, 0.0266012, -0.0978921
1618587131857550144, 0.898429, -0.0349603, 0.00106955, 0.437723, 0.00229391, 0.0766046, 0.494623, -0.0105952, -0.00370256, -0.0941119
1618587131957780838, 0.886213, -0.0314744, -0.00132985, 0.462206, -0.000504238, 0.0811825, 0.488791, -0.047507, -0.00467899, -0.0828422
1618587132058025837, 0.875597, -0.0270043, -0.000862559, 0.482286, -0.0041074, 0.0854242, 0.485128, -0.0484863, -0.0289788, -0.0683649
1618587132158325434, 0.867651, -0.025664, -0.00492486, 0.496487, -0.00821869, 0.0866917, 0.483011, -0.0478359, -0.047756, -0.0635924
1618587132258625269, 0.863833, -0.0267528, -0.0107302, 0.502954, -0.0126138, 0.0862936, 0.483312, -0.0412901, -0.0600543, -0.0646526
1618587132358890772, 0.863121, -0.0264697, -0.0112221, 0.504178, -0.0156964, 0.0890965, 0.485892, -0.0289667, -0.0597615, -0.0509026
1618587132459057808, 0.863803, -0.026326, -0.0116305, 0.503007, -0.0172501, 0.092408, 0.488565, -0.0212686, -0.0534977, -0.0376925
1618587132559163809, 0.865413, -0.0264584, -0.0127647, 0.500198, -0.0189667, 0.0938629, 0.489301, -0.01963, -0.0444067, -0.0304104
1618587132659212112, 0.867851, -0.024644, -0.0111237, 0.496087, -0.0200525, 0.0974787, 0.490451, -0.0126892, -0.0315258, -0.0320006
1618587132759138584, 0.871385, -0.0229767, -0.0100382, 0.489958, -0.0202753, 0.0998026, 0.490706, -0.00680046, -0.0279653, -0.0235112
1618587132859018564, 0.87543, -0.0218074, -0.00982529, 0.482752, -0.0199451, 0.101081, 0.490167, -0.00416677, -0.0288303, -0.0165046
1618587132958907604, 0.880841, -0.0228415, -0.0101476, 0.472752, -0.0197578, 0.100892, 0.490629, 0.0040781, -0.0248973, -0.00709751
1618587133058875084, 0.889545, -0.0235375, -0.00553181, 0.456207, -0.0195351, 0.100597, 0.491983, 0.00368545, -0.0229259, 0.000433582
1618587133158854961, 0.900943, -0.0228006, 0.00321012, 0.433326, -0.0186053, 0.10025, 0.494054, 0.00316436, -0.0269993, 0.00615843
1618587133258836269, 0.916257, -0.0258399, 0.0104199, 0.399622, -0.0166554, 0.0990345, 0.498525, 0.0280711, -0.0216032, 0.0153351
1618587133358865499, 0.933917, -0.0308265, 0.0199409, 0.355601, -0.012485, 0.0991084, 0.504694, 0.0431676, -0.0108417, 0.0346054
1618587133458818197, 0.949992, -0.0358632, 0.0261293, 0.309107, -0.00957583, 0.0970822, 0.512332, 0.0232707, -0.0134641, 0.0560427
1618587133558780670, 0.9632, -0.0381035, 0.0402814, 0.263003, -0.00845143, 0.0948222, 0.522578, 0.00118384, -0.0149058, 0.0841541
1618587133658751965, 0.974668, -0.0412337, 0.0587376, 0.21183, -0.00868108, 0.0907647, 0.534583, -0.0059708, -0.036326, 0.0924801
