-0.000446704, 0.000338242, -0.0052244, 0.00138285, -1.00985e-06, 0.00101751, 0.0316228, 0.0316228, 0.0316228, 0.0316228, 0.0316228, 0.0316228
-0.000446704, 0.000338242, -0.0052244, 0.00138285, -1.00985e-06, 0.00101751, 0.176411, 0.176411, 0.176411, 0.0316228, 0.0316228, 0.0316228
0.000163345, 0.000435988, -0.00512908, 0.00137753, 0.000113834, 0.00103001, 0.196691, 0.196691, 0.196633, 0.0315651, 0.031565, 0.0316065
0.000746769, 0.000590379, -0.00487501, 0.00142451, 0.00017513, 0.00103384, 0.214657, 0.214658, 0.214251, 0.0314669, 0.0314665, 0.0315897
0.000854722, 0.000645675, -0.00246005, 0.00138234, 0.000121054, 0.0010299, 0.230774, 0.230779, 0.229339, 0.0313186, 0.0313178, 0.0315725
0.000724117, 0.000490879, -0.00446531, 0.00133129, 0.000151381, 0.00102597, 0.24541, 0.245422, 0.241819, 0.0311187, 0.0311173, 0.0315546
0.000143401, 0.000391516, -0.00531881, 0.00132857, 0.000340227, 0.00102955, 0.258844, 0.258866, 0.251697, 0.0308662, 0.0308641, 0.0315361
0.00024607, 0.000615478, -0.00373111, 0.00127817, 0.000454119, 0.00103234, 0.271259, 0.271285, 0.259216, 0.0305562, 0.0305551, 0.0315172
0.00131998, -0.000192378, 0.000106767, 0.00142143, 0.00058274, 0.00101869, 0.282745, 0.282776, 0.264752, 0.0301819, 0.0301825, 0.0314976
0.00222267, -0.00681405, 0.00714316, 0.00223124, 0.000569725, 0.000944646, 0.293376, 0.293425, 0.268757, 0.0297339, 0.0297355, 0.031477
0.00387622, -0.0160703, 0.00781388, 0.0034182, 0.00069975, 0.000876308, 0.303192, 0.303288, 0.271559, 0.029203, 0.0292012, 0.0314557
0.00586632, -0.0280111, 0.00742473, 0.00510842, 0.000915395, 0.000774165, 0.312279, 0.312431, 0.273574, 0.0285856, 0.0285787, 0.0314329
0.00653878, -0.0400258, 0.0116485, 0.00676671, 0.000828859, 0.000628826, 0.32077, 0.320995, 0.275238, 0.0278853, 0.027869, 0.0314089
0.0055055, -0.0533677, 0.0147009, 0.0084465, 0.00054971, 0.000452468, 0.328863, 0.329149, 0.276708, 0.0271046, 0.0270796, 0.0313833
0.00328108, -0.0693466, 0.0162582, 0.0105057, 0.000159386, 0.000236867, 0.336648, 0.336927, 0.277883, 0.0262616, 0.0262414, 0.031357
4.80059e-05, -0.0804433, 0.0218715, 0.0119261, -0.000418086, 7.41345e-05, 0.344199, 0.344439, 0.278909, 0.0253976, 0.0253882, 0.0313316
-0.00408648, -0.0879543, 0.0372593, 0.012603, -0.00130255, -4.94753e-05, 0.351625, 0.351795, 0.279816, 0.0245373, 0.0245444, 0.031307
-0.00955584, -0.091003, 0.0466457, 0.0125616, -0.00213379, -0.000118908, 0.358988, 0.359033, 0.280244, 0.0236897, 0.023725, 0.0312816
-0.0143682, -0.0884258, 0.0549217, 0.0118112, -0.00281731, -0.000119999, 0.366309, 0.366315, 0.280521, 0.0229017, 0.022947, 0.0312567
-0.0179142, -0.0824089, 0.0499945, 0.0109167, -0.00312647, -7.38145e-05, 0.373703, 0.373819, 0.281211, 0.0221938, 0.0222153, 0.0312336
-0.0198477, -0.0747162, 0.0491146, 0.00986234, -0.00330722, -7.78499e-06, 0.381215, 0.381545, 0.282151, 0.0215495, 0.0215194, 0.031215
-0.0208408, -0.0636981, 0.0447977, 0.00845306, -0.0033438, 8.86027e-05, 0.388809, 0.389352, 0.283039, 0.0209574, 0.0208726, 0.0311977
-0.0203836, -0.0521406, 0.0418095, 0.00696662, -0.00332818, 0.000185794, 0.396436, 0.397135, 0.283659, 0.0204099, 0.020283, 0.0311803
-0.0178718, -0.0394017, 0.0393572, 0.00536295, -0.00315058, 0.000285824, 0.404015, 0.404829, 0.284251, 0.0199234, 0.0197629, 0.0311617
-0.01401, -0.0258621, 0.0222356, 0.00361585, -0.00272773, 0.000401857, 0.411525, 0.41242, 0.284871, 0.0194897, 0.0193006, 0.0311418
-0.0100237, -0.0104453, 0.00637005, 0.00182573, -0.00228237, 0.000555244, 0.418965, 0.419892, 0.285323, 0.0190959, 0.0188842, 0.0311185
-0.00909182, 0.00537927, -0.0185744, -4.50695e-05, -0.00201346, 0.000759787, 0.426357, 0.42722, 0.285081, 0.0187208, 0.0185043, 0.0310925
-0.0126105, 0.0207266, -0.0450708, -0.00180496, -0.00206124, 0.00101328, 0.433666, 0.43437, 0.284014, 0.018362, 0.0181592, 0.0310663
-0.0219515, 0.0356609, -0.0645263, -0.00336596, -0.00252408, 0.00130954, 0.440863, 0.441392, 0.283029, 0.0180379, 0.0178555, 0.031043
-0.0346508, 0.0486994, -0.0741493, -0.00449659, -0.00317104, 0.00156885, 0.44797, 0.44828, 0.283067, 0.0177519, 0.0175983, 0.0310211
-0.0471471, 0.0621378, -0.0694703, -0.00535816, -0.00385329, 0.00179712, 0.455047, 0.455064, 0.284185, 0.0174915, 0.0173842, 0.0310003
-0.0596727, 0.0726336, -0.0608473, -0.0059486, -0.0044882, 0.00191039, 0.462117, 0.461787, 0.28648, 0.0172508, 0.0172036, 0.0309827
